,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1016515,178,J.W. Lees & Co (Brewers) Ltd,1302110248,4.5,4.0,4.0,OWSLEY069,English Barleywine,4.0,4.5,J.W. Lees Harvest Ale (Port Cask),11.5,25063
1051016,710,Jacob Leinenkugel Brewing Company,1208230958,4.0,4.0,3.0,HopsAreOverrated,Kristalweizen,3.5,4.0,Leinenkugel's Honey Weiss,4.9,2958
52106,394,Stoudts Brewing Co.,1168310371,4.0,3.0,4.5,HossMcGraw,American Double / Imperial Stout,3.5,4.0,Stoudt's Fat Dog (Imperial Oatmeal Stout),9.0,20539
817783,267,Odell Brewing Company,1204044094,4.5,4.5,4.5,cer40,American IPA,4.0,4.0,Odell IPA,7.0,35626
515155,113,Samuel Smith Old Brewery (Tadcaster),1117262505,3.5,4.0,3.5,whynot44,Winter Warmer,4.0,4.5,Samuel Smith's Winter Welcome Ale,6.0,577
275983,83,Brouwerij van Hoegaarden,1281026387,4.0,5.0,3.0,DeliciousSeeker,Witbier,3.0,3.5,Hoegaarden Original White Ale,4.9,248
119049,302,Genesee Brewing Co. / Dundee Brewing Co.,1320199038,3.0,3.5,2.5,boilermakerbrew,Cream Ale,3.5,3.0,Genesee Cream Ale,5.2,1376
792904,579,Kona Brewing Co.,1318456042,3.5,4.0,3.5,Cylinsier,American Pale Ale (APA),3.5,3.5,Fire Rock Pale Ale,5.8,5753
176561,94,Long Trail Brewing Co.,1297291394,4.0,3.5,4.0,JerzDevl2000,English India Pale Ale (IPA),3.5,4.0,IPA,5.9,270
236860,1628,Southampton Publick House,1259728668,4.5,3.5,3.5,superdedooperboy,Witbier,4.0,4.0,Double White Ale,6.7,9755
869253,147,Stone Brewing Co.,1097276152,4.0,4.0,5.0,poundboy,American Strong Ale,4.0,4.0,Arrogant Bastard Ale,7.2,92
907365,75,Grupo Modelo S.A. de C.V.,1324002378,1.0,1.0,1.0,hdf561,American Adjunct Lager,1.0,1.0,Corona Extra,4.6,232
928927,287,"Bell's Brewery, Inc.",1290804526,4.0,3.0,4.0,montecristo2,American Strong Ale,4.0,4.5,Bell's 25th Anniversary Ale,8.5,60506
460712,12516,Thirsty Dog Brewing Company,1315250433,4.0,4.0,4.5,Jesse13713,American Double / Imperial Stout,4.0,4.5,Bourbon Barrel Aged Siberian Night,11.0,67722
662403,3120,Alpine Beer Company,1263001726,4.0,3.5,4.0,waltonc,American Barleywine,4.5,4.5,Great,14.0,25364
472408,392,Weyerbacher Brewing Co.,1285896671,2.0,3.5,3.5,SirSketch,English Barleywine,3.0,3.0,Blithering Idiot,11.1,1566
5320,14879,Hoppin' Frog Brewery,1240777298,4.0,4.0,4.0,alcstradamus,Russian Imperial Stout,5.0,5.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
1555199,345,Victory Brewing Company,1078751747,4.0,4.0,3.5,CBFanWish,American Double / Imperial IPA,4.0,4.5,Hop Wallop,8.5,14916
1387796,292,"Kirin Brewery Company, Limited",1025037791,2.5,1.5,2.0,BillyBrew,Japanese Rice Lager,2.5,2.0,Kirin Lager,4.9,807
54003,81,Heineken Nederland B.V.,1243710770,2.0,1.5,1.5,sarahspat,Euro Pale Lager,2.0,2.5,Heineken Lager Beer,5.0,246
1517639,735,21st Amendment Brewery,1298604188,3.5,3.5,4.0,ColdPoncho,Belgian Strong Dark Ale,3.5,2.5,Monk's Blood,8.3,52510
1508907,652,Central Waters Brewing Company,1193624309,4.0,3.5,4.0,DavidEddie,American Double / Imperial Stout,3.5,4.0,Satin Solstice Imperial Stout,7.5,2812
161340,3818,Southern Tier Brewing Company,1247356483,4.0,4.5,4.0,Viggo,American Double / Imperial Stout,4.0,4.5,Creme Brulee (Imperial Milk Stout),9.6,43687
133884,5318,Port Brewing Company / Pizza Port,1239164167,4.5,4.0,4.0,alleykatking,American Double / Imperial IPA,4.0,4.5,Hop 15,10.0,31323
769666,42,Brewery Ommegang,1046537503,3.0,4.0,4.5,Darkale,Dubbel,2.5,3.0,Ommegang (Abbey Ale),8.5,142
835092,793,Lake Louie Brewery Company,1210806667,3.5,3.5,4.0,orbitalr0x,Russian Imperial Stout,3.0,3.5,Mr. Mephisto's Imperial Stout,9.0,27947
575151,13029,Thornbridge Brewery,1294845377,4.5,4.0,3.5,thepeter,Russian Imperial Stout,5.0,4.0,Bolvig Saint Petersburg Deluxe Edition,7.7,65247
1269608,203,Greene King / Morland Brewery,1094851569,4.5,4.0,4.5,Sigmund,English Pale Ale,4.0,4.0,Old Speckled Hen,5.2,637
573795,9897,Jolly Pumpkin Artisan Ales,1315109921,4.5,4.5,4.5,seand,Belgian Pale Ale,4.0,4.5,"Luciérnaga, The Firefly",6.5,20524
1307813,29,Anheuser-Busch,1096507599,2.0,3.0,4.0,Tang07,Irish Dry Stout,2.0,2.0,Bare Knuckle Stout,,8842
241285,48,Brouwerij Van Steenberge N.V.,1263759201,5.0,4.0,4.0,jzeilinger,Belgian Strong Dark Ale,4.0,4.5,Gulden Draak (Dark Triple),10.5,155
1371496,575,Foster's Group Limited,1267843679,3.0,3.0,4.0,Tekka,Extra Special / Strong Bitter (ESB),2.5,2.0,Foster's Premium Ale,5.5,43121
588726,1549,Goose Island Beer Co.,1097848484,4.5,4.5,4.5,clvand0,Dubbel,4.5,4.0,Pere Jacques,8.0,16807
1479871,124,Paulaner Brauerei GmbH & Co. KG,1321739723,3.5,4.0,4.5,phishsihq,Hefeweizen,2.5,3.0,Paulaner Hefe-Weissbier Naturtrüb,5.5,1256
241409,48,Brouwerij Van Steenberge N.V.,1242692612,4.5,4.0,4.5,Vancer,Belgian Strong Dark Ale,3.5,4.0,Gulden Draak (Dark Triple),10.5,155
734061,7753,Olde Hickory Brewery,1305587650,4.0,4.0,4.0,Chaney,American Double / Imperial Stout,4.5,4.5,Imperial Stout,10.2,54593
602360,16846,Block 15 Brewery & Restaurant,1312656097,4.0,4.5,4.0,johnmichaelsen,American Amber / Red Ale,3.5,4.0,King Caspian,9.0,48489
1224527,2874,Brasserie St. Feuillien,1324662073,4.0,4.0,3.5,warnerry,Belgian Strong Dark Ale,4.0,4.0,St. Feuillien Speciale,9.0,75939
712437,1471,Dark Horse Brewing Company,1212868455,5.0,4.0,3.5,kleffman,American IPA,4.0,4.0,Dark Horse Crooked Tree IPA,6.0,5385
1139799,863,Russian River Brewing Company,1288505729,5.0,4.5,4.0,Stigs,American Wild Ale,4.5,5.0,Beatification,5.5,27992
724603,10607,Sixpoint Brewery,1310223846,4.5,4.5,4.0,renegadeburger,Scottish Ale,4.0,4.5,Aberdeen,6.0,53681
1260816,112,North Coast Brewing Co.,1073349163,3.5,4.0,4.0,aledrinker26,Belgian Strong Pale Ale,3.0,3.5,Pranqster,7.6,411
608310,14967,Brau Brothers Brewing Co. LLC,1211507914,3.5,3.5,2.5,biegaman,Scotch Ale / Wee Heavy,2.5,3.0,Scotch Ale,7.3,35851
474039,392,Weyerbacher Brewing Co.,1196482259,4.5,4.0,4.5,IntriqKen,American Barleywine,4.5,4.5,Twelve,10.2,37692
1487620,23980,Yuengling Brewery ,1125491863,3.0,3.0,5.0,tjthresh,American Amber / Red Lager,3.0,2.0,Yuengling Traditional Lager,4.4,1351
743283,7730,Nøgne Ø - Det Kompromissløse Bryggeri A/S,1180490895,4.5,4.0,4.0,largadeer,English Porter,4.0,4.0,Porter,7.0,14314
640660,30,Avery Brewing Company,1224207526,3.5,4.5,4.0,MBABJJ,Quadrupel (Quad),3.0,3.0,The Reverend,10.0,2014
789207,12959,Captain Lawrence Brewing Co.,1144948343,4.5,4.5,4.5,NolateM,American Porter,4.5,4.5,Pleasantville Smoked Porter,6.4,28296
1393019,13371,Voodoo Brewing Company,1192213249,3.5,3.5,4.0,weeare138,Tripel,3.0,3.5,Gran Met,10.5,31545
410407,694,Tröegs Brewing Company,1172866461,5.0,4.5,5.0,jmalex,American Amber / Red Ale,4.0,4.5,Tröegs Nugget Nectar,7.5,15881
825977,2097,Kuhnhenn Brewing Company,1117073180,4.5,4.5,3.5,sulldaddy,Dunkelweizen,4.5,4.0,Kuhnhenn Iron Monger Dunkel,6.1,23094
1574226,22072,Revolution Brewing Company - Brewpub,1294102350,4.0,4.5,4.0,Thorpe429,Witbier,4.0,4.5,Bottom Up,4.5,56028
552974,16504,Nebraska Brewing Company,1309058056,4.0,4.5,3.0,DoubleSimcoe,American IPA,3.5,4.0,NBC India Pale Ale (IPA),6.6,50887
389543,3,Abita Brewing Co.,1302292014,2.0,3.0,3.5,AdamBear,American IPA,3.5,2.0,Jockamo IPA,6.5,39390
44185,263,Brauerei Heller-Trum / Schlenkerla,1239965120,4.5,4.5,5.0,tai4ji2x,Rauchbier,4.5,5.0,Aecht Schlenkerla Fastenbier,5.5,21704
399317,753,Brasserie Caracole,1287970145,5.0,4.5,4.5,IronDjinn,Belgian Strong Dark Ale,4.0,5.0,Nostradamus,9.0,2319
167540,610,Bear Republic Brewing Co.,1321737634,4.0,3.5,4.0,ChrisPro,Berliner Weissbier,4.0,4.5,Tartare,4.0,75491
1445338,63,Deschutes Brewery,1049030535,4.0,4.5,4.0,Delephant,American Pale Ale (APA),4.0,4.5,Mirror Pond Pale Ale,5.0,195
226510,158,Great Divide Brewing Company,1263537971,4.0,3.5,4.5,WYVYRN527,Russian Imperial Stout,4.5,4.5,Oak Aged Yeti Imperial Stout,9.5,19216
423637,697,Kiuchi Brewery,1209863544,3.5,3.5,4.0,Avryle,American Double / Imperial Stout,3.0,4.0,Hitachino Nest Espresso Stout,7.5,37836
1284452,335,New Holland Brewing Company,1206763566,4.5,4.0,4.0,hoppymeal,American Double / Imperial Stout,5.0,4.5,New Holland Night Tripper,10.8,40671
1321946,28,Anchor Brewing Company,1166728935,4.0,4.5,4.5,pbr85,Winter Warmer,3.0,3.5,Our Special Ale 2006 (Anchor Christmas Ale),5.5,33449
1555277,345,Victory Brewing Company,1301690489,3.0,3.0,2.5,chilly460,American Double / Imperial IPA,3.5,3.0,Hop Wallop,8.5,14916
1031105,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1137290762,4.0,5.0,4.5,weeare138,Doppelbock,4.5,4.5,Ayinger Celebrator Doppelbock,6.7,131
1056133,200,Mendocino Brewing Company,1237985937,3.0,3.0,3.5,yesyouam,Bock,3.5,2.5,Special Edition - Bock Beer,7.0,41471
1316999,28,Anchor Brewing Company,1168137092,2.5,4.0,3.0,kkipple,English Barleywine,4.0,4.5,Anchor Old Foghorn,8.2,1445
995919,15237,De Struise Brouwers,1322964209,3.5,4.0,4.0,johnnnniee,Belgian Strong Dark Ale,3.5,3.0,Outblack,10.0,66572
403770,694,Tröegs Brewing Company,1107312223,4.5,4.5,3.5,kmo1030,Belgian Strong Dark Ale,4.0,4.5,Tröegs Mad Elf,11.0,7531
822014,3599,Baird Brewing Company / Fishmarket Taproom,1232066039,4.0,4.0,4.5,philipquarles,English Brown Ale,4.5,4.5,Baird Angry Boy Brown Ale,6.2,10484
633617,16105,Mayflower Brewing Company,1238187120,4.0,3.5,4.5,Doomcifer,American IPA,3.5,4.0,Mayflower IPA,7.0,42007
1566850,5062,Meantime Brewing Company Limited,1283444575,4.5,4.0,5.0,aepb1,English Porter,3.0,4.0,London Porter,6.5,25548
1279002,162,Ipswich Ale Brewery,1119199380,4.0,3.5,3.0,packetknife,Extra Special / Strong Bitter (ESB),4.0,4.0,Farmington River Mahogany Ale,,5263
572266,9897,Jolly Pumpkin Artisan Ales,1176243058,4.5,4.5,4.0,WesWes,American Wild Ale,4.0,4.0,La Roja,7.2,19314
22136,1199,Founders Brewing Company,1321224870,5.0,5.0,5.0,Nuke77,American Double / Imperial Stout,5.0,5.0,Founders Breakfast Stout,8.3,11757
928321,287,"Bell's Brewery, Inc.",1255741616,4.0,3.5,3.5,mwagner1018,American Amber / Red Ale,4.0,4.5,Bell's Amber Ale,5.8,794
904833,142,Spaten-Franziskaner-Bräu,1217888934,4.0,4.0,4.5,tdawgydog,Hefeweizen,4.0,4.5,Franziskaner Hefe-Weisse,5.0,1946
61826,16866,The Bruery,1308520391,4.0,4.0,3.5,TurdFurgison,American Double / Imperial Stout,3.5,4.0,Chocolate Rain,18.5,53728
593847,1549,Goose Island Beer Co.,1266646347,3.5,4.0,3.5,beertooth,American Stout,4.0,4.0,Be Mine Chocolate Stout,,56247
886927,147,Stone Brewing Co.,1308087750,4.5,5.0,4.5,BrainDad,American Black Ale,4.5,4.0,Stone Sublimely Self-Righteous Ale,8.7,38470
762451,8,Widmer Brothers Brewing Company,1223343701,3.5,3.5,4.0,ndekke39,American Pale Wheat Ale,3.5,3.0,Widmer Hefeweizen,4.9,17
1480026,124,Paulaner Brauerei GmbH & Co. KG,1234307966,4.5,4.0,5.0,EnojysAnyBeer,Hefeweizen,4.5,4.5,Paulaner Hefe-Weissbier Naturtrüb,5.5,1256
899204,147,Stone Brewing Co.,1249136373,4.5,3.5,4.5,TommyW,American Porter,5.0,4.5,Stone Smoked Porter,5.9,90
1485356,21154,Swamp Head Brewery & Tasting Room,1302820128,2.5,4.0,4.5,PorterLambic,American Stout,2.5,2.5,Midnight Oil Stout,5.0,56674
625420,10097,Harpoon Brewery,1063751494,4.0,3.5,4.0,WanderingFool,Munich Dunkel Lager,3.5,4.0,Harpoon Munich Type Dark Beer,5.6,314
264994,68,Flying Dog Brewery,1241140253,3.5,3.0,3.0,colsandurz,California Common / Steam Beer,3.5,4.0,Old Scratch Amber Lager,5.5,204
1400710,18134,Redhook Ale Brewery,1129232702,4.0,3.5,4.0,BrewMaven,Extra Special / Strong Bitter (ESB),3.5,4.0,Redhook ESB,5.77,1119
23883,1199,Founders Brewing Company,1323230694,5.0,4.0,5.0,taulpepper,American Double / Imperial Stout,5.0,5.0,Founders Breakfast Stout,8.3,11757
205370,192,New Belgium Brewing,1298248950,3.5,3.0,3.0,beagle75,Sahti,4.5,4.0,Lips Of Faith - Sahti,7.2,62022
522955,113,Samuel Smith Old Brewery (Tadcaster),1153533757,5.0,4.5,4.5,horndecker,Russian Imperial Stout,4.5,5.0,Samuel Smith's Imperial Stout,7.0,782
626025,10279,OPA-OPA Steakhouse & Brewery,1235436790,3.5,4.0,4.0,Gambrinus1184,American Double / Imperial IPA,3.5,4.0,A-10 Warthog Double IPA,11.5,21927
191745,2743,Green Flash Brewing Co.,1240458933,2.5,3.5,3.5,kbnooshay,American Double / Imperial Stout,2.5,3.5,Double Stout,8.8,41626
942248,287,"Bell's Brewery, Inc.",1202108357,2.5,4.0,4.5,kkipple,Russian Imperial Stout,4.5,4.0,Bell's Expedition Stout,10.5,1444
548754,583,Saint Louis Brewery / Schlafly Tap Room,1281117653,3.0,3.0,3.0,Beerandraiderfan,German Pilsener,3.0,3.0,Schlafly Pilsner,4.8,6744
1393424,13371,Voodoo Brewing Company,1268612618,4.5,4.5,4.5,dyan,American Double / Imperial Stout,4.0,4.5,Big Black Voodoo Daddy,12.5,31548
291423,35,Boston Beer Company (Samuel Adams),1317238450,3.5,3.0,3.0,ShanePB,Märzen / Oktoberfest,4.5,4.0,Samuel Adams Octoberfest,5.3,102
606407,16589,Spring House Brewing Company,1299905417,4.0,4.5,4.5,haazer,Smoked Beer,3.5,4.5,Smoked Porter,8.5,44898
32047,1199,Founders Brewing Company,1218492802,2.5,3.0,3.5,jdhilt,American IPA,3.0,3.0,Founders Centennial IPA,7.2,5441
1372246,575,Foster's Group Limited,1140020790,2.5,1.0,3.0,Fugazme,English Bitter,2.0,2.0,Foster's Special Bitter,5.0,917
13032,60,Cooperstown Brewing Company,1170036947,4.0,3.5,4.0,Stimack,American Pale Ale (APA),4.0,4.0,Old Slugger,5.5,1598
236991,1628,Southampton Publick House,1221690864,4.0,4.0,4.0,hellomcfly,Witbier,4.0,4.0,Double White Ale,6.7,9755
1471269,11056,Les Trois Mousquetaires,1134691386,3.5,3.0,3.5,pootz,American Amber / Red Lager,3.5,4.0,Aramis,5.0,24314
864242,9790,The Duck-Rabbit Craft Brewery,1182030143,3.5,3.5,4.0,scoobybrew,American Amber / Red Ale,3.5,3.5,Duck-Rabbit Amber Ale,5.5,19976
1057925,200,Mendocino Brewing Company,1301711580,2.0,2.0,2.5,GarthDanielson,American Amber / Red Ale,2.5,2.5,Red Tail Ale,6.1,631
1268788,203,Greene King / Morland Brewery,1286987740,4.0,4.0,4.0,beerdrifter,English Pale Ale,4.0,4.0,Hen's Tooth,6.5,878
258714,10485,East End Brewing Company,1230104407,4.5,4.0,4.5,Hojaminbag,American Stout,4.0,4.5,Homewood Reserve,6.2,46778
184145,396,AleSmith Brewing Company,1076949150,4.0,4.0,4.0,Rastacouere,Belgian Strong Dark Ale,5.0,4.0,AleSmith Grand Cru Ale,10.0,27371
702047,923,Ska Brewing Co.,1137889698,3.5,3.5,4.0,blackie,Extra Special / Strong Bitter (ESB),3.5,3.5,ESB Special Ale,5.7,13765
912655,1762,"St. George Brewing Company, The",1308339642,4.0,4.5,4.0,drabmuh,English India Pale Ale (IPA),4.0,4.0,India Pale Ale,5.5,4948
1342193,15696,Tin Mill Brewing,1322347247,3.5,3.0,3.5,Keeton,Doppelbock,3.5,4.0,Dopplebock,5.0,38559
285275,35,Boston Beer Company (Samuel Adams),1273359085,3.0,3.0,3.5,bluejacket74,American Pale Wheat Ale,3.5,3.0,Samuel Adams Coastal Wheat,5.3,52633
1425697,385,Midnight Sun Brewing Co.,1080965878,4.0,4.5,4.0,BierReise,Belgian Strong Dark Ale,4.5,4.5,Monk's Mistress,11.5,12163
9418,395,Bluegrass Brewing Co. - East St. Matthew's,1111406608,4.0,4.0,4.5,merlin48,Tripel,4.0,4.0,Mephistopheles' Metamorphosis,10.9,14454
994701,15237,De Struise Brouwers,1229350638,4.0,4.5,4.0,MMAJYK,Russian Imperial Stout,4.5,4.5,Black Albert,13.0,38334
1195500,887,Utenos Alus,1270174419,3.5,3.0,3.0,drizzam,Euro Pale Lager,3.0,3.0,Utenos Beer,5.2,2808
240665,48,Brouwerij Van Steenberge N.V.,1105908619,4.0,3.5,3.5,ppoitras,Belgian IPA,4.0,4.0,Piraat Ale,10.5,156
1067752,216,Brouwerij Rodenbach N.V.,1215305875,4.0,4.0,4.5,lacqueredmouse,Flanders Red Ale,3.5,4.0,Rodenbach Classic (Red),5.2,1882
67251,339,Flying Fish Brewing Company,1288323935,4.0,4.5,3.5,Bouleboubier,Belgian Strong Pale Ale,4.5,4.0,Grand Cru Winter Reserve,7.2,1960
1309219,29,Anheuser-Busch,1108442988,3.0,2.5,2.5,Ricochet,American Adjunct Lager,3.0,3.5,Budweiser,5.0,65
631514,262,Shmaltz Brewing Company,1276878322,1.0,3.0,3.0,Arbitrator,American Double / Imperial IPA,1.5,1.5,He'Brew Bittersweet Lenny's R.I.P.A. On Rye,10.0,40157
918019,160,Wychwood Brewery Company Ltd,1090812235,4.0,2.0,4.0,coasterfreak75,English Brown Ale,4.0,2.5,Hobgoblin,5.2,236
147675,3818,Southern Tier Brewing Company,1222902621,4.5,4.5,3.5,glid02,Pumpkin Ale,4.0,4.5,Pumking,8.6,38394
917991,160,Wychwood Brewery Company Ltd,1103290978,4.0,3.5,4.0,Jarod,English Brown Ale,3.5,3.5,Hobgoblin,5.2,236
1262437,112,North Coast Brewing Co.,1160112246,4.0,4.0,4.5,mmcave,Belgian Strong Dark Ale,4.5,4.0,Brother Thelonious,9.4,30282
1423573,385,Midnight Sun Brewing Co.,1265771501,4.0,4.0,4.0,BEERchitect,Belgian Strong Pale Ale,3.5,4.0,Fallen Angel,8.0,34364
627795,262,Shmaltz Brewing Company,1193103248,4.5,3.5,4.5,Halcyondays,American Double / Imperial IPA,3.5,4.5,He'Brew Bittersweet Lenny's R.I.P.A.,10.0,30970
1285356,335,New Holland Brewing Company,1272759680,3.5,5.0,4.0,crossovert,American Stout,3.5,5.0,New Holland Dragon's Milk Oak Barrel Ale,10.0,5428
1391494,2351,Royal Oak Brewery,1102724118,4.0,3.5,4.0,ahking,Extra Special / Strong Bitter (ESB),3.0,3.5,Brewhouse ESB,5.4,8119
1219202,4,Allagash Brewing Company,1266982942,4.5,4.5,5.0,billshmeinke,American Wild Ale,4.0,4.5,Allagash Interlude,9.5,27837
1145542,71,Fuller Smith & Turner PLC,1255368338,4.5,4.0,4.0,sound67,English Pale Ale,4.0,4.0,Fuller's London Pride,4.7,222
665393,2216,Brouwerij Drie Fonteinen,1262190633,4.5,4.5,5.0,ThirstyBird,Gueuze,5.0,4.5,Geuze Cuvée J&J (Joost En Jessie) Blauw (Blue),6.5,23413
879766,147,Stone Brewing Co.,1232569761,4.5,4.5,4.0,hoppheadIPA,Russian Imperial Stout,4.5,4.5,Stone Imperial Russian Stout,10.5,1160
1080532,119,Otter Creek Brewing / Wolaver's,1072949035,4.5,3.0,4.0,pezoids,American Amber / Red Ale,4.0,4.0,Otter Creek Alpine Ale,5.9,14069
256526,3042,BJ's Restaurant & Brewhouse,1297302671,3.5,3.5,3.5,soju6,American Pale Ale (APA),3.5,4.0,Piranha Pale Ale,5.7,20061
1128042,105,Miller Brewing Co.,1318089454,2.5,2.0,2.0,Humulus85,Light Lager,3.0,2.5,Miller Lite,4.17,332
176705,94,Long Trail Brewing Co.,1294102787,5.0,4.5,4.0,ricknelson,American Amber / Red Ale,4.5,5.0,Centennial Red (Brewmaster Series),7.9,63343
42102,1315,Klosterbrauerei Weltenburg,1148185527,3.0,2.5,3.5,falloutsnow,Hefeweizen,4.0,3.0,Weltenburger Hefe-Weissbier Hell,5.4,4014
329343,786,Stevens Point Brewery,1259131399,4.0,4.0,4.0,ZAP,Maibock / Helles Bock,4.0,4.0,Einbock,6.2,40756
693582,202,Brouwerij Bosteels,1252570336,4.0,4.0,4.0,IRONRakkasan,Belgian Strong Pale Ale,4.0,4.0,Pauwel Kwak,8.4,635
201055,192,New Belgium Brewing,1188784063,4.0,3.5,4.0,ajmoody76,American Amber / Red Ale,3.5,3.5,Fat Tire Amber Ale,5.2,607
209556,192,New Belgium Brewing,1285344023,4.5,3.0,4.0,vincicle,Lambic - Fruit,4.0,4.0,Lips Of Faith - Transatlantique Kriek,8.0,51019
1153344,454,Arcadia Brewing Company,1314430829,3.5,3.5,5.0,KickInTheChalice,English India Pale Ale (IPA),4.0,4.0,Arcadia IPA,5.9,1925
1249229,888,"Cervecería Centro Americana, S.A.",1300149182,3.0,3.5,3.5,Jwale73,Vienna Lager,2.5,2.5,Victoria,5.0,26094
559477,423,Boulevard Brewing Co.,1216571266,4.0,4.5,4.5,naterock,Witbier,4.0,4.0,ZÔN,4.4,3278
1066852,1140,Pratt Street Ale House,1298127180,4.0,4.0,4.0,dyan,Belgian Strong Dark Ale,4.0,4.0,Stillwater/Oliver Channel Crossing #3,12.0,66460
1324998,20,Wachusett Brewing Company,1306088537,3.0,2.0,3.5,jman892,Fruit / Vegetable Beer,3.0,2.5,Wachusett Blueberry Ale,4.4,2190
1477869,1946,Clay Pipe Brewing Company,1225424716,4.0,3.5,4.0,eljefe21,American IPA,3.5,3.5,Hop-Ocalypse,6.0,32034
491128,132,Rogue Ales,1060147497,4.0,4.0,4.0,francisweizen,American Amber / Red Ale,4.0,4.0,St. Rogue Red,5.1,1597
659971,3120,Alpine Beer Company,1307282443,4.5,4.0,4.5,soze47,American IPA,4.5,4.5,Nelson,7.1,32286
524870,1888,Lake Placid Craft Brewing Company,1128222408,3.0,3.5,4.0,FLAbeergutinMASS,English Pale Ale,3.0,3.0,46'er Pale Ale,6.0,6752
1568712,13947,High & Mighty Beer Co.,1207441947,4.0,4.0,3.5,Derek,American Pale Ale (APA),3.5,3.5,XPA (Extra Pale Ale),5.0,30772
585737,18564,Upslope Brewing Company,1285905086,3.0,3.0,4.0,Soonami,American Pale Ale (APA),3.5,2.5,Upslope Pale Ale,5.8,46413
796792,187,Brouwerij Lindemans,1249829247,3.5,3.5,3.5,mrmanning,Lambic - Fruit,3.5,3.5,Lindemans Framboise,2.5,599
823071,17005,Two Beers Brewing Co.,1324134247,3.5,3.5,4.0,tone77,American IPA,3.5,3.5,Evolutionary IPA,6.2,54979
976502,10397,Sly Fox Brewing Company,1306267505,4.0,4.0,3.5,JunkYardJake,Quadrupel (Quad),3.5,4.0,Ichor,10.0,29730
1526185,45,Brooklyn Brewery,1323044031,3.5,4.0,3.5,cosmicevan,Wheatwine,3.5,3.5,The Companion,10.0,73413
1563881,149,Brasserie Lefèbvre SA,1308719625,3.5,3.0,4.0,JayAre46,Belgian IPA,4.0,3.5,Hopus,8.5,47583
905087,142,Spaten-Franziskaner-Bräu,1174288221,4.5,4.5,4.5,Stephen63,Hefeweizen,4.5,4.5,Franziskaner Hefe-Weisse,5.0,1946
254255,1141,Brasserie Dieu Du Ciel,1250394176,5.0,4.5,5.0,atremains,American Double / Imperial Stout,5.0,5.0,Péché Mortel (Imperial Stout Au Cafe),9.5,10325
775405,42,Brewery Ommegang,1203659240,4.5,4.0,4.0,medic25,Belgian Dark Ale,4.5,4.5,Chocolate Indulgence Stout,7.0,38818
477522,16465,Croucher Brewing Co.,1297812927,4.0,4.5,4.0,laituegonflable,Czech Pilsener,4.0,3.5,New Zealand Pilsner,5.0,41131
58874,16866,The Bruery,1258781469,3.0,4.0,4.0,drgonzo3705,American Double / Imperial Stout,5.0,4.0,Black Tuesday,18.2,51257
139748,17981,Cigar City Brewing,1308624386,4.0,3.5,4.5,WrathsU,American Amber / Red Ale,3.5,4.0,110K+OT Batch #4 - Imperial Red Ale,10.2,68985
1345206,201,Brouwerij De Dolle Brouwers,1284862451,2.5,3.5,3.0,claspada,Belgian Strong Dark Ale,3.0,2.5,De Dolle Oerbier,9.5,813
1345516,201,Brouwerij De Dolle Brouwers,1044054614,5.0,4.5,4.0,cokes,Belgian Strong Dark Ale,5.0,4.5,De Dolle Oerbier,9.5,813
563650,423,Boulevard Brewing Co.,1294533910,3.5,4.0,4.0,FanofHefe,American Double / Imperial IPA,3.5,4.0,Double Wide I.P.A.,8.5,39639
138760,17981,Cigar City Brewing,1315960495,4.0,4.5,4.0,ryanonline,American IPA,4.0,4.5,Jai Alai IPA - White Oak Tropic-ale,7.5,63033
331109,164,Harvey & Son Ltd.,1086990441,4.0,4.0,4.0,longpondbeerman,Old Ale,4.0,4.5,Harveys Elizabethan Ale,8.1,2416
550421,16094,Double Mountain Brewery & Taproom,1249854926,4.5,4.0,4.5,MisterClean,Kölsch,4.0,4.5,Kölsch,5.2,37968
862868,9790,The Duck-Rabbit Craft Brewery,1238085490,3.5,3.5,4.5,ckeegan04,American Brown Ale,3.0,3.5,Duck-Rabbit Brown Ale,5.6,20206
611561,199,Ballast Point Brewing Company,1271504934,3.5,4.0,4.5,OneDropSoup,American IPA,3.5,3.5,Big Eye IPA,7.0,709
482724,388,Brasserie Cantillon,1265749034,3.5,4.0,4.0,Kadonny,Lambic - Fruit,4.0,4.0,Cantillon Fou' Foune,5.0,5281
301031,35,Boston Beer Company (Samuel Adams),1285638722,3.0,4.0,4.0,vette2006c5r,Schwarzbier,4.5,4.5,Samuel Adams Black Lager,4.9,21300
1561961,413,Grand Teton Brewing Co.,1279551717,3.5,3.5,3.5,unclejimbay,American Amber / Red Ale,3.5,3.5,Teton Ale,4.98,4998
348860,306,Coors Brewing Company,1184025110,1.0,3.0,3.0,highlifer,American Adjunct Lager,2.0,1.0,Coors Extra Gold,5.0,1466
1341954,18,Freeminer Brewery Ltd.,1046967017,3.0,4.0,4.0,jdhilt,Herbed / Spiced Beer,3.0,3.0,Shakemantle Ginger Ale,5.0,856
397478,20511,Brasserie Artisanale du Centre,1249520480,4.0,3.0,3.0,ltjska04,English Brown Ale,3.5,3.0,Sologne Ambree,6.0,51652
